sbytes_all,Sjit_all,ct_state_ttl_all,ct_dst_src_ltm_all,ct_dst_src_ltm_dns,dttl_ftp,Dintpkt_ftp,sbytes_http,sloss_http,Dintpkt_http,Djit_smtp
19605571.0,6903383.0,151.0,32603.0,7448.0,3509.0,2694.0,1436994.0,1263.0,25380.0,3303
18371253.0,7184439.0,220.0,24029.0,20724.0,2059.0,1435.0,1642620.0,1464.0,31057.0,2658
16591704.0,7463642.0,148.0,20674.0,28170.0,2494.0,1991.0,3786093.0,2089.0,28572.0,3600
22764519.0,8819241.0,244.0,23041.0,35615.0,1972.0,896.0,1040978.0,1094.0,21742.0,2413
21761658.0,16617240.0,1459.0,37881.0,31399.0,2088.0,1097.0,1452110.0,1170.0,22736.0,2359
24450195.0,6911473.0,111.0,45187.0,27987.0,2030.0,1042.0,1269676.0,1180.0,24734.0,3186
21108390.0,4780413.0,20.0,42900.0,19526.0,2601.0,1307.0,1700528.0,1494.0,75409.0,2313
19159286.0,4942535.0,64.0,36212.0,13341.0,2030.0,790.0,1640898.0,1420.0,71414.0,2493
19560398.0,6795932.0,36.0,29825.0,7078.0,2146.0,1107.0,1685544.0,1204.0,30808.0,2339
18903910.0,6285385.0,182.0,26387.0,3820.0,3016.0,1932.0,1748430.0,1336.0,31500.0,2738
18437596.0,13442791.0,2097.0,18887.0,6347.0,6192.0,7006.0,1190208.0,1042.0,20442.0,2506
18232964.0,9090143.0,597.0,14308.0,8416.0,9762.0,6609.0,1426072.0,1072.0,20597.0,2352
16864567.0,4702802.0,333.0,14467.0,1505.0,3770.0,3699.0,1054634.0,932.0,18077.0,1874
17267364.0,4387500.0,109.0,21022.0,1377.0,12338.0,10982.0,1317828.0,989.0,18463.0,2159
17489140.0,4201609.0,95.0,10204.0,1449.0,3770.0,4377.0,1369778.0,1013.0,19294.0,3162
18444930.0,3759250.0,28.0,9223.0,1514.0,2784.0,2745.0,1413966.0,1087.0,20573.0,4727
17226774.0,4467753.0,86.0,10959.0,1462.0,2465.0,2211.0,1785394.0,1150.0,22402.0,3318
17636978.0,4728775.0,89.0,14312.0,1553.0,3509.0,6930.0,2486829.0,1491.0,22301.0,2990
16670104.0,4355433.0,12.0,10892.0,1659.0,2755.0,1647.0,2264716.0,1607.0,26725.0,3007
17545704.0,4709267.0,130.0,10620.0,1672.0,3074.0,4465.0,2038826.0,1385.0,27341.0,2446
19662240.0,19701803.0,254.0,11353.0,1957.0,3277.0,5025.0,1733256.0,1247.0,23259.0,3473
21343084.0,8491037.0,225.0,13782.0,1776.0,3016.0,1656.0,1257382.0,1126.0,21579.0,2935
25251463.0,24529086.0,355.0,13269.0,1608.0,3045.0,2099.0,1240656.0,1115.0,21773.0,4604
23273431.0,8481023.0,388.0,13753.0,1594.0,4269.0,1649.0,1351302.0,1368.0,20508.0,4602
23015847.0,9850054.0,430.0,14121.0,1855.0,2581.0,1320.0,1463422.0,1376.0,20354.0,4159
19791840.0,24859328.0,620.0,17451.0,1960.0,3132.0,2306.0,1312322.0,1232.0,20728.0,3456
19133170.0,16208544.0,41.0,15067.0,1852.0,11236.0,4641.0,1645168.0,1326.0,22137.0,2352
19078184.0,9062605.0,85.0,18077.0,1948.0,9405.0,5854.0,1444888.0,1355.0,26702.0,3292
19778018.0,4835030.0,14.0,16721.0,1995.0,3654.0,4397.0,1899974.0,1375.0,26558.0,2163
20901224.0,5636674.0,97.0,13873.0,1973.0,3393.0,5870.0,1543242.0,1182.0,22871.0,3291
21725719.0,6947603.0,71.0,12209.0,1687.0,3529.0,3437.0,1509442.0,1170.0,23039.0,3040
22296816.0,5803403.0,57.0,10881.0,1569.0,2581.0,2094.0,1798444.0,1081.0,19797.0,3555
21254182.0,6396484.0,423.0,19250.0,1484.0,3422.0,2882.0,1431774.0,1144.0,26388.0,3870
19036520.0,12774846.0,143.0,10779.0,20461.0,3103.0,1808.0,1532204.0,1089.0,19627.0,4288
18160502.0,14956085.0,163.0,10421.0,241802.0,2726.0,1513.0,1551990.0,1190.0,22412.0,3349
18234380.0,7693256.0,232.0,25084.0,71267.0,2378.0,1187.0,1413706.0,1131.0,21946.0,4209
19330496.0,7649108.0,184.0,242113.0,46870.0,2610.0,2155.0,1829928.0,1270.0,24350.0,4524
19724228.0,7056566.0,113.0,76052.0,28791.0,2494.0,1992.0,1398334.0,1199.0,23749.0,3756
19628630.0,5677441.0,207.0,60118.0,76065.0,2813.0,2251.0,1401244.0,1184.0,22699.0,2708
19970308.0,10937665.0,142.0,42105.0,72968.0,2813.0,2784.0,2877016.0,1683.0,22907.0,1698
21437151.0,12513584.0,175.0,62828.0,81438.0,2581.0,2787.0,1559590.0,1136.0,21279.0,4228
20055642.0,7350641.0,652.0,96223.0,156188.0,2842.0,3272.0,2159190.0,1338.0,25913.0,2879
21007028.0,7803324.0,705.0,74044.0,208450.0,3103.0,3211.0,1721834.0,1269.0,24493.0,1672
19812454.0,8400095.0,511.0,142234.0,140203.0,3297.0,2894.0,1265650.0,1291.0,47479.0,2440
24178360.0,7414437.0,78.0,220644.0,95649.0,3480.0,8077.0,1283908.0,1081.0,46319.0,3165
21174772.0,5422358.0,25.0,169411.0,44088.0,3306.0,3138.0,1309848.0,1050.0,23784.0,2395
17477580.0,7095479.0,151.0,100803.0,29419.0,2813.0,1894.0,1443736.0,1335.0,32549.0,2622
17260074.0,13761957.0,1774.0,74311.0,64593.0,4104.0,2789.0,1500056.0,1403.0,35606.0,3022
19525750.0,18729646.0,1780.0,43980.0,53817.0,9095.0,5158.0,1375442.0,1208.0,30092.0,1986
20149833.0,5375509.0,226.0,59877.0,52321.0,3045.0,1892.0,1408494.0,1155.0,22247.0,2621
16807630.0,6363440.0,177.0,68234.0,100904.0,6285.0,3527.0,1137226.0,969.0,18522.0,2976
17878094.0,6173008.0,175.0,47089.0,121386.0,8076.0,3114.0,1344434.0,961.0,17886.0,2491
19336970.0,5562711.0,26.0,103013.0,39355.0,2784.0,3662.0,1327072.0,1035.0,20083.0,2790
19824918.0,5156248.0,76.0,135531.0,1495.0,2697.0,1496.0,1009198.0,973.0,18730.0,2548
17848792.0,5924804.0,35.0,69368.0,1416.0,2668.0,1565.0,2917569.0,1705.0,23080.0,2534
17998222.0,4800617.0,56.0,12659.0,1477.0,2668.0,2439.0,1233215.0,1085.0,19252.0,2270
18418550.0,4977588.0,100.0,11651.0,1393.0,3509.0,3145.0,1532802.0,992.0,18226.0,4001
18184132.0,5618414.0,212.0,11126.0,1532.0,3509.0,2313.0,1435338.0,1126.0,20951.0,3659
20970090.0,6265174.0,210.0,10481.0,1505.0,1798.0,627.0,1647010.0,1052.0,19180.0,4134
23659033.0,5256946.0,304.0,15086.0,1376.0,2610.0,1623.0,1828508.0,1241.0,24500.0,3386
18689711.0,5701495.0,293.0,10426.0,1535.0,4356.0,2447.0,1643478.0,1141.0,21052.0,2337
19351035.0,10896489.0,459.0,13133.0,1634.0,2465.0,1405.0,1807072.0,1371.0,26174.0,2249
17774697.0,13471094.0,501.0,11974.0,1887.0,2407.0,1502.0,1404150.0,1321.0,27049.0,3022
17506880.0,15737729.0,273.0,14422.0,1907.0,5801.0,1426.0,1619442.0,1239.0,22376.0,3046
20869338.0,9631481.0,78.0,11966.0,1815.0,14278.0,9273.0,1266094.0,1209.0,23113.0,2526
20685336.0,5447923.0,20.0,11375.0,1897.0,2378.0,1691.0,1732206.0,1181.0,22446.0,2079
20729906.0,7425118.0,120.0,15336.0,1497.0,2668.0,1531.0,1221550.0,1002.0,18105.0,2386
20495626.0,5074574.0,66.0,12288.0,1526.0,3964.0,5394.0,1182466.0,996.0,21371.0,2473
19925756.0,5120146.0,76.0,10497.0,1423.0,2958.0,3656.0,1446638.0,1051.0,19506.0,2272
18438114.0,4451306.0,482.0,17279.0,1446.0,2262.0,861.0,1541236.0,1097.0,21068.0,4613
18272906.0,5229933.0,84.0,13478.0,12355.0,3451.0,5501.0,1392702.0,1049.0,20074.0,3433
18386396.0,5052041.0,176.0,10643.0,94622.0,2871.0,2032.0,1568582.0,1059.0,19621.0,2730
18025160.0,7855096.0,183.0,17988.0,39364.0,3190.0,4618.0,1407404.0,1133.0,21752.0,3387
17493737.0,5576112.0,189.0,81202.0,21655.0,3886.0,4350.0,1126848.0,1055.0,21063.0,3084
18407324.0,5867382.0,192.0,68201.0,26159.0,2929.0,1979.0,1797566.0,1312.0,26633.0,4325
19349875.0,6494161.0,167.0,31339.0,20546.0,3045.0,2045.0,1492944.0,1280.0,24582.0,3723
17771215.0,5476040.0,186.0,32718.0,33138.0,2842.0,1441.0,2115235.0,1425.0,21316.0,1886
21197511.0,7805283.0,160.0,30712.0,53769.0,2233.0,954.0,1280718.0,1144.0,21130.0,2940
23125191.0,10237673.0,433.0,36692.0,61231.0,2204.0,997.0,1402012.0,1215.0,22838.0,2598
19798373.0,12998425.0,1330.0,64657.0,66733.0,2320.0,953.0,1588006.0,1295.0,24277.0,2329
20887539.0,5819198.0,154.0,60293.0,40192.0,3065.0,3976.0,1365952.0,1325.0,58178.0,1323
20630468.0,5479697.0,78.0,78555.0,28559.0,2552.0,1630.0,1790432.0,1419.0,132862.0,2931
20505356.0,6441071.0,27.0,54503.0,18994.0,2668.0,2645.0,1510632.0,1351.0,37107.0,2216
20613082.0,9338816.0,125.0,37358.0,7814.0,2059.0,1406.0,1570366.0,1368.0,35461.0,2545
19910040.0,15135620.0,634.0,30958.0,13754.0,1711.0,759.0,1564156.0,1379.0,32569.0,1726
19066812.0,13613745.0,1695.0,18894.0,31005.0,11158.0,8092.0,1295394.0,985.0,18139.0,2368
18789891.0,6251772.0,395.0,21862.0,23611.0,2447.0,1342.0,1413936.0,1369.0,20943.0,2043
18839202.0,5266493.0,243.0,32714.0,29868.0,6020.0,4906.0,1702088.0,1378.0,20833.0,2722
16276254.0,3747199.0,81.0,35393.0,9373.0,8861.0,4423.0,1822456.0,1273.0,22721.0,3981
18560186.0,5165540.0,56.0,41375.0,1814.0,3422.0,2394.0,1714266.0,1102.0,19320.0,3470
18535706.0,5369894.0,81.0,30690.0,1651.0,3364.0,3504.0,1191160.0,934.0,16869.0,4197
19147962.0,4968454.0,27.0,12169.0,1421.0,3886.0,2904.0,1091274.0,946.0,18023.0,5104
18546934.0,5125605.0,94.0,11891.0,1371.0,2871.0,2074.0,2608096.0,1490.0,21912.0,3602
20798514.0,4330110.0,87.0,14713.0,1585.0,2755.0,2258.0,2005231.0,1363.0,26818.0,3523
16946980.0,7978084.0,149.0,10776.0,1728.0,1885.0,868.0,1277724.0,1080.0,20551.0,3817
20915431.0,8127839.0,236.0,10604.0,1616.0,2900.0,1881.0,1901154.0,1286.0,25017.0,3006
24561030.0,12638733.0,253.0,10746.0,1859.0,2349.0,1355.0,1633672.0,1286.0,26177.0,3171
22006560.0,7391876.0,318.0,13210.0,1761.0,5052.0,2993.0,2159976.0,1355.0,28808.0,4025
24385561.0,9203249.0,336.0,13477.0,1913.0,2813.0,1796.0,1837874.0,1261.0,24051.0,3432
20838230.0,9733764.0,620.0,12840.0,1928.0,3045.0,2110.0,1510002.0,1214.0,21331.0,3036
21936229.0,11893059.0,371.0,11838.0,1825.0,2610.0,2259.0,1715890.0,1205.0,21277.0,3662
20845130.0,9398334.0,75.0,16016.0,1782.0,18408.0,7516.0,1599334.0,1237.0,23786.0,2531
20442780.0,5780997.0,20.0,12567.0,1655.0,2726.0,1338.0,1343484.0,1073.0,20272.0,3070
19267468.0,6911550.0,71.0,12569.0,1676.0,3973.0,8004.0,1519160.0,1254.0,24767.0,3329
19615346.0,5184590.0,66.0,13963.0,1734.0,4080.0,4354.0,1838056.0,1234.0,23534.0,2619
21510229.0,4968436.0,92.0,11470.0,1676.0,2581.0,1494.0,1393930.0,1157.0,22639.0,6694
20527846.0,7028947.0,438.0,17626.0,1642.0,3509.0,3927.0,1196530.0,1124.0,22779.0,6305
19639064.0,6661686.0,24.0,9888.0,12777.0,2349.0,1011.0,1397168.0,1197.0,23584.0,2438
18767802.0,18363141.0,222.0,13623.0,111383.0,2668.0,4712.0,1498454.0,1164.0,21408.0,1443
21286052.0,11067355.0,140.0,16410.0,117860.0,3190.0,6318.0,1667122.0,1168.0,21395.0,3106
21989497.0,9545949.0,281.0,55528.0,52804.0,2552.0,1335.0,1712898.0,1399.0,29465.0,2931
20803498.0,5297393.0,144.0,171816.0,26562.0,2900.0,3303.0,1916568.0,1329.0,25829.0,2571
21061759.0,5431827.0,71.0,75745.0,22718.0,3741.0,3883.0,1631052.0,1306.0,18317.0,2497
22540227.0,8631685.0,226.0,38098.0,70732.0,2755.0,4625.0,2982862.0,1874.0,19074.0,3562
23284137.0,15407393.0,230.0,34550.0,82780.0,3219.0,2952.0,1452444.0,1334.0,21314.0,2717
22209488.0,6033469.0,895.0,80014.0,127311.0,3161.0,1955.0,1626452.0,1310.0,21108.0,4621
19884958.0,12728545.0,518.0,96481.0,173163.0,3277.0,3525.0,1770744.0,1396.0,25050.0,4393
19481698.0,4389925.0,60.0,122115.0,135781.0,2465.0,1799.0,1961594.0,1474.0,26160.0,5638
22136672.0,4453143.0,87.0,172296.0,86528.0,2891.0,2515.0,1854250.0,1604.0,141963.0,4165
20801420.0,7944358.0,18.0,161536.0,64167.0,3016.0,2938.0,1602950.0,1348.0,35276.0,3602
21574586.0,6450951.0,83.0,107612.0,25698.0,2784.0,1773.0,1527012.0,1282.0,28145.0,3469
21242712.0,16673934.0,221.0,77821.0,21661.0,1972.0,1021.0,1794810.0,1423.0,34428.0,3073
18245924.0,7363102.0,2139.0,39007.0,44173.0,3752.0,2665.0,2033684.0,1569.0,38953.0,2712
19885502.0,8225445.0,398.0,27487.0,30751.0,11912.0,8554.0,1920530.0,1535.0,38411.0,2882
21124663.0,6601575.0,172.0,50131.0,32439.0,4640.0,11813.0,1356396.0,1279.0,28401.0,2246
23494514.0,7861890.0,189.0,46676.0,83633.0,4316.0,3642.0,2202310.0,1353.0,26939.0,4280
22684370.0,8630168.0,159.0,39113.0,92295.0,9338.0,5958.0,1698726.0,1141.0,21416.0,6155
20703108.0,6159203.0,143.0,71355.0,97412.0,2813.0,2458.0,1455912.0,1147.0,22158.0,4020
20460774.0,5962141.0,27.0,105086.0,1632.0,3219.0,2566.0,1623652.0,1171.0,21671.0,2716
19884256.0,5559297.0,109.0,124313.0,1592.0,3045.0,3469.0,1555457.0,1139.0,21745.0,2510
17784008.0,4900609.0,12.0,11510.0,1467.0,3654.0,7228.0,2062058.0,1459.0,29496.0,2160
17323134.0,6154002.0,167.0,12847.0,1830.0,3509.0,3590.0,1775465.0,1451.0,28543.0,4248
18557165.0,8391912.0,135.0,10784.0,2031.0,2668.0,1434.0,2314769.0,1506.0,26785.0,3680
22410446.0,8677092.0,143.0,11924.0,1796.0,3538.0,3064.0,1495590.0,1066.0,19643.0,2755
22338365.0,7841886.0,151.0,11891.0,1461.0,1740.0,1051.0,1582784.0,1099.0,21975.0,2708
22897964.0,10325147.0,216.0,12867.0,1576.0,4559.0,1868.0,1370610.0,1204.0,23389.0,2211
19177793.0,7363058.0,326.0,10028.0,1637.0,3074.0,1869.0,1816756.0,1256.0,24302.0,1872
19381560.0,5874010.0,440.0,9854.0,1759.0,3567.0,2730.0,1450144.0,1064.0,19727.0,2081
21667857.0,24598411.0,746.0,15660.0,1754.0,3103.0,1796.0,1763890.0,1356.0,24556.0,5449
19350530.0,11063695.0,103.0,11730.0,2009.0,18437.0,7862.0,1453476.0,1198.0,19823.0,4441
20351244.0,7582750.0,24.0,11185.0,1674.0,2697.0,2633.0,1358866.0,1159.0,18988.0,2693
19492742.0,5932832.0,67.0,12841.0,1744.0,2813.0,2063.0,1512646.0,1277.0,19492.0,3103
18615008.0,4918117.0,54.0,14673.0,1593.0,2891.0,1450.0,1718724.0,1190.0,19230.0,3231
20068567.0,4770210.0,88.0,14350.0,1635.0,2407.0,2681.0,1673304.0,1364.0,28940.0,1853
17210128.0,5535364.0,392.0,19427.0,1959.0,3422.0,2466.0,1268074.0,1263.0,24836.0,2127
16675866.0,4351096.0,96.0,13372.0,40766.0,2349.0,1952.0,1620146.0,1187.0,20267.0,3592
21784558.0,11986616.0,200.0,13149.0,110758.0,2668.0,1878.0,1838794.0,1355.0,25189.0,3251
21813630.0,9914996.0,116.0,25173.0,87908.0,2291.0,1417.0,937180.0,1075.0,19310.0,2602
22313627.0,13312073.0,235.0,123169.0,50375.0,2175.0,963.0,1331440.0,1070.0,19028.0,2214
19929394.0,8292047.0,236.0,100454.0,24820.0,1914.0,709.0,1413742.0,1100.0,20018.0,2522
19846303.0,8799382.0,231.0,76778.0,28807.0,3364.0,3731.0,1471712.0,1296.0,25050.0,2483
19095342.0,6113283.0,201.0,31327.0,39545.0,2581.0,1653.0,2501311.0,1570.0,23983.0,1866
17562038.0,8294244.0,157.0,40676.0,110539.0,2784.0,2330.0,1509782.0,1159.0,22824.0,3051
21433715.0,8627569.0,319.0,46972.0,74921.0,2030.0,1070.0,1352166.0,1057.0,18878.0,2639
22279591.0,7873234.0,609.0,111908.0,152749.0,1885.0,840.0,1828348.0,1179.0,20678.0,3408
20090836.0,7397947.0,802.0,78520.0,115519.0,2146.0,1219.0,1063160.0,1026.0,19337.0,1755
18681278.0,4412014.0,87.0,147223.0,79614.0,2862.0,2958.0,1444446.0,1339.0,61913.0,2170
19094894.0,4445372.0,14.0,141568.0,48058.0,2639.0,2365.0,1227840.0,1120.0,24209.0,1181
18099674.0,5005409.0,84.0,87033.0,28143.0,2755.0,1996.0,1491738.0,1386.0,36273.0,2488
16455408.0,6901055.0,244.0,59906.0,24080.0,6776.0,4405.0,1556720.0,1612.0,36973.0,1584
18260190.0,7533239.0,2485.0,43204.0,21637.0,8145.0,5029.0,1589510.0,1569.0,15853.0,4610
19057682.0,8365788.0,248.0,32484.0,55245.0,2842.0,1799.0,1998324.0,1703.0,17697.0,3650
19881317.0,6283590.0,255.0,32564.0,74810.0,11836.0,7243.0,1750206.0,1613.0,20203.0,2972
19199768.0,5139155.0,180.0,71151.0,70923.0,2494.0,3654.0,1462518.0,1048.0,19093.0,2455
19241566.0,6139342.0,100.0,95390.0,66709.0,4205.0,13286.0,1224536.0,729.0,14143.0,2723
18085586.0,4698789.0,92.0,79041.0,1056.0,3045.0,1637.0,1571290.0,1345.0,25857.0,5213
19008758.0,5190699.0,20.0,90996.0,1744.0,2755.0,1511.0,2464763.0,1480.0,23595.0,2873
996058.0,249022.0,0.0,3840.0,1750.0,2610.0,1912.0,1524167.0,1226.0,20376.0,3038
8425816.0,2393098.0,4.0,6116.0,1639.0,3161.0,4585.0,1749568.0,1196.0,21147.0,3095
21673472.0,7501402.0,128.0,14074.0,1651.0,3712.0,6058.0,1379646.0,1118.0,20911.0,2282
20795070.0,11191051.0,206.0,11772.0,1662.0,2726.0,2030.0,2021124.0,1406.0,28208.0,2297
20724579.0,7526483.0,265.0,11978.0,1794.0,2523.0,1909.0,2029666.0,1412.0,27392.0,2435
23297845.0,17344073.0,270.0,12446.0,1968.0,4907.0,2041.0,1921446.0,1290.0,22411.0,3444
17758764.0,6090269.0,231.0,14975.0,1880.0,2610.0,2742.0,1183360.0,1050.0,19574.0,2619
25349668.0,9865093.0,327.0,11102.0,1676.0,3248.0,3397.0,1527708.0,1058.0,19949.0,2488
22001262.0,18677747.0,492.0,13001.0,1571.0,7405.0,5590.0,1329584.0,978.0,18799.0,2305
19481132.0,7217062.0,404.0,17877.0,1510.0,14967.0,6998.0,1754766.0,1172.0,22026.0,3771
18238482.0,8201045.0,79.0,12612.0,1695.0,3045.0,3844.0,1555510.0,1220.0,23541.0,4814
17413518.0,4362806.0,21.0,9781.0,1751.0,1914.0,680.0,1330646.0,1052.0,19691.0,4555
16964968.0,5069098.0,28.0,10312.0,1613.0,2920.0,1794.0,1388904.0,991.0,18403.0,3442
18845522.0,5741504.0,81.0,13996.0,1433.0,3248.0,2968.0,1295032.0,1062.0,19603.0,2069
21252486.0,5677358.0,64.0,11577.0,1559.0,2204.0,1307.0,1767506.0,1385.0,26155.0,2161
18205608.0,4452861.0,424.0,15837.0,17566.0,2668.0,1774.0,1511474.0,1278.0,24243.0,2429
17122248.0,4909121.0,103.0,10596.0,168795.0,2233.0,955.0,1871280.0,1462.0,27921.0,2936
16738076.0,7606902.0,180.0,14177.0,76819.0,3538.0,3415.0,1411598.0,1134.0,20814.0,2328
21356712.0,11398407.0,158.0,23837.0,37406.0,2871.0,1571.0,1455776.0,1008.0,19254.0,3809
22228062.0,11147121.0,227.0,112520.0,28481.0,2581.0,1840.0,1230698.0,974.0,17770.0,3803
22193416.0,7513661.0,139.0,141570.0,29444.0,3016.0,2674.0,1548686.0,1200.0,22360.0,4203
21235837.0,6012025.0,155.0,62130.0,32839.0,2842.0,2453.0,3269387.0,2095.0,29257.0,4047
17216107.0,8625917.0,119.0,34423.0,67617.0,3190.0,2300.0,1903488.0,1180.0,22859.0,3670
17361237.0,7091890.0,122.0,34753.0,60453.0,2407.0,1727.0,1526798.0,1131.0,22134.0,2541
20066389.0,6011151.0,382.0,44097.0,81530.0,2668.0,4491.0,1430028.0,1153.0,22161.0,2371
