ct_state_ttl_all,ct_dst_src_ltm_all,ct_dst_src_ltm_dns,sttl_ftp,Dintpkt_ftp,sbytes_http,sloss_http,Dintpkt_http,dttl_smtp,Djit_smtp
227.0,92179.0,39406.0,2821.0,2203.0,1442394.0,1083.0,20834.0,5771,4134
129.0,193740.0,26444.0,2511.0,1068.0,1511958.0,1102.0,21115.0,5945,4124
131.0,75799.0,99594.0,3007.0,4110.0,1544620.0,1211.0,23564.0,4930,3360
157.0,50975.0,63947.0,3100.0,3577.0,1623146.0,1250.0,20959.0,4872,2619
190.0,34395.0,67850.0,2604.0,2597.0,2560155.0,1509.0,22286.0,4031,1558
332.0,94970.0,173645.0,3323.0,2162.0,1407580.0,1032.0,18925.0,5655,3829
613.0,69609.0,204823.0,3069.0,5016.0,2136786.0,1332.0,26002.0,4785,3095
747.0,84688.0,120473.0,3906.0,6405.0,1574962.0,1173.0,22885.0,4466,1490
280.0,155410.0,90597.0,3224.0,2285.0,1185220.0,1231.0,46305.0,4263,2482
74.0,198656.0,42823.0,2604.0,1928.0,1233978.0,1021.0,44496.0,4524,2561
31.0,154328.0,29435.0,3613.0,1748.0,1192366.0,990.0,23436.0,4785,2547
145.0,95490.0,52842.0,9772.0,5714.0,1392238.0,1202.0,27930.0,4408,2233
1609.0,71030.0,58194.0,2697.0,1381.0,1490082.0,1417.0,36083.0,4843,2807
1901.0,43342.0,34337.0,11475.0,5071.0,1191580.0,1077.0,27950.0,4814,2521
176.0,48214.0,80943.0,2728.0,1369.0,1256038.0,1169.0,24043.0,4350,1947
203.0,66772.0,130717.0,3007.0,3779.0,1237324.0,945.0,17832.0,4524,3279
167.0,45028.0,77301.0,2635.0,1255.0,1271184.0,1018.0,19523.0,4234,1787
66.0,81304.0,1458.0,2759.0,1540.0,1262862.0,893.0,17131.0,4901,2884
78.0,136014.0,1353.0,2449.0,1472.0,1069468.0,911.0,17219.0,4524,2640
20.0,100187.0,1410.0,3596.0,3693.0,1066552.0,965.0,18534.0,4640,2600
70.0,11870.0,1346.0,3782.0,2295.0,3084234.0,1775.0,23227.0,4321,2070
19.0,10982.0,1333.0,1829.0,719.0,992482.0,877.0,15975.0,4524,2226
197.0,10662.0,1489.0,2790.0,1531.0,1475578.0,1029.0,19477.0,5626,3900
156.0,9926.0,1367.0,4084.0,2023.0,1392346.0,1045.0,19264.0,5858,3552
256.0,14033.0,1328.0,2790.0,1671.0,1485178.0,1014.0,19063.0,5655,3974
245.0,10608.0,1422.0,2573.0,1587.0,1809072.0,1148.0,22134.0,5713,3010
310.0,9949.0,1580.0,1767.0,632.0,1554394.0,1130.0,21157.0,4553,2681
529.0,13058.0,1801.0,14734.0,6136.0,1718988.0,1276.0,24251.0,4524,1861
457.0,13873.0,1821.0,6185.0,5311.0,1337950.0,1266.0,25907.0,4669,2761
188.0,10877.0,1750.0,2604.0,1240.0,1573864.0,1183.0,21535.0,4669,3059
78.0,11390.0,1789.0,2232.0,1236.0,1186722.0,1123.0,21231.0,4553,2216
20.0,10863.0,1471.0,4563.0,7853.0,1685320.0,1132.0,21736.0,4727,2398
120.0,14636.0,1434.0,2573.0,1062.0,1237828.0,987.0,17709.0,4611,2016
55.0,11762.0,1369.0,2263.0,744.0,1134404.0,932.0,17548.0,4582,2136
82.0,10229.0,1377.0,3565.0,5440.0,1280652.0,998.0,21281.0,4727,2221
482.0,16304.0,4737.0,3224.0,2604.0,1352868.0,1016.0,18994.0,4901,3343
33.0,13037.0,24223.0,3100.0,4195.0,1362380.0,1055.0,20797.0,5887,4020
168.0,10515.0,95496.0,4123.0,4350.0,1509214.0,934.0,17016.0,5278,3206
145.0,9895.0,34903.0,2790.0,1731.0,1379666.0,1072.0,20674.0,4814,2582
253.0,27543.0,17937.0,3100.0,2019.0,1234620.0,986.0,18538.0,4930,2988
170.0,106018.0,24618.0,2976.0,1345.0,1246320.0,1109.0,22191.0,5539,3088
139.0,44459.0,20532.0,2573.0,1178.0,1556048.0,1235.0,25515.0,5104,4214
195.0,22244.0,43919.0,1922.0,805.0,1354364.0,1196.0,22618.0,5278,3464
105.0,33406.0,47356.0,2666.0,1019.0,2012169.0,1361.0,20390.0,4292,1810
216.0,28447.0,58276.0,2666.0,3529.0,1319068.0,1082.0,19709.0,4872,2995
460.0,41146.0,62997.0,2610.0,1225.0,1271486.0,1138.0,21499.0,4379,1886
1321.0,60013.0,38427.0,2325.0,1603.0,1565782.0,1254.0,23501.0,4727,2796
62.0,64619.0,27963.0,2914.0,2598.0,1308136.0,1245.0,56239.0,3828,1348
78.0,73470.0,18808.0,1767.0,1213.0,1712930.0,1345.0,131048.0,4582,2180
27.0,51345.0,6567.0,4685.0,3003.0,1489496.0,1303.0,34482.0,4698,2573
124.0,34645.0,12210.0,8948.0,5944.0,1421966.0,1284.0,35397.0,4727,2628
462.0,31407.0,23184.0,2480.0,2642.0,1394742.0,1384.0,34518.0,4350,1549
1610.0,18268.0,27904.0,6055.0,3453.0,1401150.0,970.0,17531.0,4205,1643
585.0,21327.0,26206.0,8694.0,4220.0,1271058.0,1142.0,18884.0,4524,2218
278.0,27920.0,18979.0,3720.0,2512.0,1444954.0,1305.0,19192.0,4930,2238
75.0,35789.0,1849.0,3379.0,3373.0,1750692.0,1302.0,22112.0,4901,2657
72.0,35775.0,1690.0,3875.0,2769.0,1857102.0,1176.0,20364.0,5597,4459
94.0,38556.0,1352.0,2821.0,1656.0,1247654.0,891.0,15992.0,5133,2935
20.0,13110.0,1378.0,3224.0,2727.0,1202246.0,920.0,16645.0,5365,4437
97.0,11674.0,1324.0,1829.0,799.0,1262037.0,1000.0,17379.0,5829,4494
12.0,11445.0,1606.0,3131.0,1799.0,2552620.0,1491.0,24218.0,5539,3341
122.0,13148.0,1593.0,2449.0,1477.0,1600040.0,1144.0,22494.0,5278,3442
160.0,9667.0,1622.0,2263.0,1873.0,1492414.0,1129.0,21807.0,5162,3840
264.0,10545.0,1719.0,5169.0,2495.0,1644338.0,1188.0,23087.0,4698,2670
230.0,10285.0,1657.0,2914.0,1580.0,1481866.0,1202.0,24508.0,5394,2867
294.0,12700.0,1831.0,2759.0,1468.0,2130840.0,1302.0,27759.0,5597,3865
345.0,12903.0,1815.0,11017.0,5211.0,1670238.0,1183.0,22860.0,5133,3287
604.0,12037.0,1765.0,10379.0,4421.0,1459716.0,1175.0,20711.0,5162,3124
347.0,11233.0,1699.0,3472.0,3361.0,1540696.0,1097.0,19252.0,4901,3157
75.0,15356.0,1512.0,3751.0,6267.0,1594340.0,1184.0,22617.0,4727,2569
20.0,11901.0,1681.0,4129.0,4066.0,1475362.0,1095.0,20459.0,5336,2876
61.0,11982.0,1590.0,2635.0,1470.0,1324630.0,1127.0,21881.0,5162,3523
74.0,10471.0,1653.0,3441.0,3840.0,1563748.0,1182.0,23322.0,5133,2676
92.0,14050.0,1498.0,2511.0,946.0,1520682.0,1120.0,21697.0,5365,2836
438.0,17186.0,1485.0,2573.0,4569.0,1193854.0,1045.0,20351.0,6815,6808
21.0,9512.0,36557.0,3348.0,6302.0,1085940.0,1096.0,22324.0,6351,5690
149.0,10216.0,161288.0,2387.0,1103.0,1341446.0,1107.0,21084.0,4437,2482
123.0,12555.0,64704.0,3193.0,3458.0,1790196.0,1210.0,22376.0,3451,1529
247.0,37276.0,35608.0,3472.0,2441.0,1537906.0,1099.0,20782.0,4466,2674
180.0,163433.0,26684.0,3038.0,5695.0,1658196.0,1327.0,27667.0,5075,2736
124.0,76021.0,17169.0,3317.0,3184.0,1795112.0,1286.0,23683.0,4727,2475
147.0,50704.0,75699.0,3100.0,1926.0,1312882.0,1191.0,16815.0,4930,2371
185.0,35000.0,80179.0,3317.0,2968.0,2985908.0,1845.0,18742.0,5162,3078
216.0,29945.0,133750.0,2728.0,2126.0,1340878.0,1228.0,19618.0,5133,2731
1012.0,83253.0,162939.0,2920.0,2199.0,1597492.0,1256.0,20226.0,5162,3681
370.0,93811.0,127395.0,2325.0,1531.0,1701964.0,1332.0,24201.0,5684,3747
44.0,121199.0,90557.0,3565.0,3475.0,1809186.0,1360.0,22259.0,6409,6112
87.0,166454.0,63189.0,2542.0,1239.0,1738986.0,1551.0,140371.0,5800,4414
18.0,156219.0,25072.0,2325.0,1200.0,1814674.0,1379.0,36758.0,5365,3306
67.0,101090.0,15765.0,4655.0,2700.0,1276380.0,1118.0,25815.0,5278,3542
183.0,77120.0,38350.0,11303.0,8605.0,1714634.0,1288.0,29808.0,5191,2966
1659.0,41290.0,39613.0,4557.0,11538.0,1834552.0,1522.0,37260.0,4930,2407
923.0,31910.0,28034.0,4481.0,3400.0,1894544.0,1486.0,37409.0,4553,2776
134.0,39658.0,32889.0,9220.0,5720.0,1542968.0,1321.0,32393.0,4843,2698
183.0,52407.0,103332.0,2852.0,2419.0,1551048.0,1163.0,23076.0,4727,2096
172.0,31763.0,80790.0,3224.0,2341.0,2006970.0,1272.0,24731.0,5858,4904
103.0,37210.0,69071.0,3069.0,3310.0,1362278.0,1043.0,20159.0,6090,5333
97.0,110377.0,1417.0,4092.0,7727.0,1425336.0,1074.0,19963.0,5713,3935
24.0,85593.0,1556.0,3255.0,3237.0,1503760.0,1078.0,19976.0,4205,2252
103.0,90805.0,1424.0,2821.0,1425.0,1572330.0,1173.0,23065.0,4553,2048
22.0,10814.0,1831.0,3224.0,2081.0,1862809.0,1349.0,26888.0,4814,2408
218.0,12443.0,1892.0,2883.0,2428.0,1761089.0,1404.0,27766.0,4988,3232
85.0,10182.0,1701.0,1736.0,759.0,2187868.0,1426.0,25211.0,5510,4282
148.0,11237.0,1343.0,5107.0,2296.0,1356384.0,971.0,17694.0,5046,2392
153.0,11483.0,1494.0,3503.0,2291.0,1456056.0,1060.0,21284.0,5075,2899
208.0,12125.0,1530.0,3503.0,2202.0,1341070.0,1091.0,21086.0,4582,2270
312.0,9549.0,1658.0,8285.0,2951.0,1724994.0,1241.0,24428.0,3654,1949
405.0,9242.0,1677.0,13452.0,6869.0,1258582.0,998.0,18451.0,4234,1348
742.0,12235.0,1859.0,2697.0,1987.0,1695570.0,1246.0,22958.0,5075,2990
142.0,14138.0,1714.0,3038.0,2313.0,1653482.0,1201.0,20353.0,6119,5348
20.0,10403.0,1517.0,2889.0,1365.0,974218.0,1054.0,17419.0,5423,3871
38.0,11705.0,1586.0,2294.0,2354.0,1634646.0,1178.0,17929.0,4930,2759
83.0,12053.0,1542.0,3534.0,2435.0,1297500.0,1178.0,18136.0,4785,2546
88.0,15317.0,1645.0,2325.0,1883.0,1679500.0,1194.0,22909.0,4843,3083
238.0,16713.0,1967.0,2759.0,1850.0,1696710.0,1295.0,27313.0,4321,2080
215.0,15339.0,89365.0,2232.0,989.0,1129680.0,1146.0,20688.0,3973,1659
182.0,11386.0,96459.0,2542.0,1423.0,1567542.0,1202.0,21736.0,5597,3902
113.0,13038.0,75319.0,1767.0,508.0,1529268.0,1215.0,22230.0,5046,2725
168.0,75506.0,33669.0,2883.0,2443.0,986598.0,1006.0,18003.0,5307,2501
209.0,108140.0,23292.0,3255.0,3205.0,1168188.0,964.0,17160.0,4437,2136
215.0,90364.0,26417.0,2945.0,2348.0,1396686.0,1069.0,19395.0,4611,2331
246.0,52243.0,38999.0,2294.0,1063.0,1460654.0,1238.0,23967.0,4669,2135
167.0,31991.0,108964.0,1364.0,522.0,2433551.0,1512.0,22975.0,4060,1960
155.0,36644.0,69710.0,2139.0,1113.0,1428076.0,1109.0,21921.0,4466,2583
316.0,45783.0,142111.0,3137.0,2043.0,1243930.0,984.0,17632.0,5220,2807
590.0,109859.0,120999.0,1395.0,1572.0,1746296.0,1124.0,19708.0,5017,3169
802.0,73265.0,77050.0,3503.0,2878.0,986138.0,945.0,17276.0,4553,2272
87.0,139337.0,50647.0,2945.0,1748.0,1451656.0,1229.0,57077.0,4263,2092
12.0,134064.0,31802.0,7158.0,4895.0,1089438.0,1118.0,27333.0,3567,1422
55.0,91446.0,23309.0,7696.0,4347.0,1141426.0,1153.0,27431.0,3944,1660
212.0,60503.0,21184.0,2852.0,1718.0,1445824.0,1429.0,36373.0,2610,1489
1617.0,47824.0,40744.0,11990.0,7196.0,1671282.0,1651.0,26209.0,4466,2596
1085.0,32881.0,61688.0,2703.0,3561.0,1904874.0,1522.0,14505.0,5249,4246
227.0,29152.0,52813.0,4185.0,12624.0,1681334.0,1606.0,17221.0,5423,3413
225.0,40660.0,87917.0,3162.0,2056.0,1747140.0,1329.0,19756.0,4611,2628
140.0,77948.0,35536.0,3224.0,1792.0,729706.0,597.0,11160.0,4785,2370
24.0,81925.0,1446.0,2387.0,1640.0,1657880.0,1039.0,20056.0,4727,2548
84.0,99641.0,1625.0,3286.0,4393.0,1512872.0,1229.0,23819.0,5974,4109
14.0,54817.0,1658.0,2914.0,1704.0,2290631.0,1393.0,21465.0,5220,3757
8.0,8691.0,1520.0,3565.0,6101.0,1506757.0,1186.0,19624.0,4959,2654
163.0,13128.0,1582.0,2418.0,1271.0,1598904.0,1123.0,19924.0,5249,3627
188.0,11468.0,1554.0,2697.0,1933.0,1283030.0,1056.0,19772.0,4379,1926
262.0,11329.0,1724.0,5014.0,2521.0,1918990.0,1318.0,26297.0,4901,2202
251.0,11679.0,1860.0,2914.0,2653.0,2019040.0,1397.0,27757.0,4466,1998
222.0,14322.0,1781.0,3224.0,3327.0,1753804.0,1209.0,20974.0,4872,2624
293.0,10389.0,1685.0,10070.0,6294.0,1164492.0,1018.0,18306.0,5220,3157
478.0,12266.0,1429.0,11816.0,5326.0,1435946.0,981.0,18679.0,4466,2815
460.0,14501.0,1494.0,3317.0,3878.0,923756.0,932.0,18039.0,4234,1883
79.0,15504.0,1509.0,1984.0,626.0,1795690.0,1082.0,20397.0,4930,2761
20.0,9227.0,1632.0,2920.0,1745.0,1570228.0,1122.0,21238.0,5858,4182
22.0,9738.0,1685.0,3286.0,2744.0,1527696.0,1162.0,22272.0,5655,4716
61.0,10126.0,1386.0,2294.0,1554.0,1147304.0,898.0,16709.0,5597,4132
90.0,13641.0,1294.0,3069.0,2044.0,1144912.0,873.0,16397.0,4669,2482
14.0,10762.0,1705.0,1767.0,658.0,1551792.0,1236.0,23087.0,4292,1960
438.0,15296.0,28292.0,3534.0,3030.0,1447840.0,1283.0,24301.0,4350,2116
149.0,9529.0,178229.0,3162.0,2014.0,1847746.0,1287.0,24597.0,4814,2342
124.0,14413.0,65460.0,2511.0,1545.0,1553180.0,1318.0,24496.0,4814,2616
237.0,27733.0,31626.0,2945.0,2051.0,1450542.0,1046.0,19141.0,4727,2390
146.0,177039.0,28267.0,3131.0,2700.0,1196060.0,927.0,17789.0,5655,3602
129.0,80528.0,26928.0,2728.0,1687.0,1184750.0,922.0,16807.0,4872,2731
166.0,49645.0,30935.0,3348.0,2872.0,1451202.0,1148.0,21476.0,6148,4689
103.0,33594.0,66902.0,2356.0,1544.0,3301537.0,2058.0,28331.0,5452,2920
122.0,33440.0,43951.0,1767.0,3749.0,1601998.0,1072.0,20723.0,5539,4073
