Sjit_all,ct_dst_src_ltm_all,Dintpkt_ftp,sbytes_http,Sintpkt_http,dttl_smtp,Spkts_smtp,Djit_smtp,ackdat_ssh
11457952.534038,16532,3985.3192559999993,2347080.0,48572.422309,6989.0,12532.0,4932.903009,0.016172
12151743.964107,17417,2395.107576,2196734.0,45908.231025,6931.0,12428.0,4114.420203,0.0032119999999999
16191045.050478002,16573,2954.4002960000003,2666104.0,53159.952468,7888.0,14144.0,5361.938062,0.010394
12007445.028582,18417,7750.589637,2085382.0,40545.476671,6989.0,12532.0,4472.354181000001,0.017483
7323408.390641999,17366,6443.29582,2347434.0,43439.954355,6931.0,12428.0,4636.357918,0.0199369999999999
8649191.6675,15844,7368.696599,1941262.0,39435.673952,6641.0,12036.0,3727.129765,0.01843
6761939.88507,17969,1856.529858,2025864.0,45438.426473,7337.0,13426.0,4031.938102,0.0199
8491376.530873,20757,4303.758390999999,2151512.0,43884.930109,7076.0,13110.0,4602.358301,0.0114279999999999
8490419.399583999,13650,3578.8853250000006,1655326.0,41912.105202,8091.0,14788.0,6323.583073999999,0.012261
25400048.911364,16919,8137.495317999999,1757270.0,43224.972929,9251.0,16588.0,8228.829429999998,0.010862
11487520.564458,76139,2940.664318,2197110.0,42378.51209,6148.0,11024.0,3214.840731,0.01434
7349610.098075001,200848,4359.7124,1969240.0,44873.964679,5220.0,9360.0,2850.0802269999995,0.0164029999999999
8037246.182018999,62567,7071.058777,2577938.0,51523.922122,6902.0,12376.0,4009.080039,0.019048
19124841.831095003,47289,2789.710537,1898256.0,34627.88676,6815.0,12362.0,3432.929131,0.0254799999999999
15105947.278614,100410,4284.907624,3767020.0,38112.626014,7018.0,12748.0,4271.842209,0.019453
6464114.845380001,146221,2770.481058,1947314.0,39130.916083,6844.0,12272.0,3647.592414,0.011421
5781848.041198,216122,2388.158988,2257204.0,47013.440893000006,7801.0,13988.0,5947.722301,0.010586
9398985.597213,206800,3747.3741450000007,2614828.0,105105.74297,8207.0,14716.0,7075.551242,0.005158
13144490.086028,113492,1960.7489830000004,2320746.0,91087.989131,7946.0,14248.0,5878.380023,0.02951
15281445.863818,68354,5073.767904,1922410.0,48458.56539,7453.0,13364.0,4750.566274000001,0.036569
10150333.3698,45188,8822.433372,2553776.0,63350.839791000006,7424.0,13312.0,4763.814504,0.6425179999999999
10205746.029444,68637,12898.549501999998,2581212.0,63037.173014,6902.0,12376.0,3912.184107,0.035345
10670769.551234,49931,6196.260111999999,1876908.0,50432.136182,6322.0,11336.0,3478.5652040000004,0.032774
8011575.958075,100843,3506.301614,2846484.0,49572.013203,6641.0,11908.0,3608.722865,0.039298
7867264.313157001,121447,4701.481119,1931272.0,40830.439035,8294.0,15182.0,6783.598097,0.0361859999999999
6661537.112015001,91732,8541.744897,2190702.0,40826.321997,8149.0,14786.0,6755.053576,0.047417
7762472.260656999,17296,3304.983604,2023366.0,38695.939783,5974.0,10712.0,3013.141073,0.018567
10580473.691326,14366,3662.152579,2635583.0,47301.79980400001,6467.0,11774.0,3266.963223,0.023983
11597895.609118,16136,1418.8439169999997,2825837.0,49045.665551,7076.0,12940.0,5139.677418,0.038012
13044848.807913002,16266,2720.2185409999997,2111894.0,38871.572653,7366.0,13448.0,4562.911143,0.014665
9155878.339755,13028,3143.664659,1718750.0,40933.138148,7163.0,12870.0,4077.771511,0.011874
18164949.210118,15058,2786.819731,2301918.0,45359.727239,6119.0,10990.0,3012.582147,0.0295199999999999
19267785.519049,18635,8987.965771000001,1947178.0,38375.390124000005,5307.0,9668.0,2359.033208,0.02715
9061851.919401,14364,3146.689228,2352380.0,44041.014779000005,7047.0,12872.0,4108.852874,0.024607
8091893.791299,17493,2204.378653,1714100.0,35659.516836,8265.0,15112.0,7131.983884,0.0284169999999999
5820351.428354001,20461,3507.612054,1886102.0,35903.86788400001,7047.0,12642.0,4131.049306999999,0.015382
6782357.640693,23463,3153.493482,2120666.0,44416.260022,6554.0,11752.0,3929.5000569999993,0.01034
9158047.572918,18418,2163.323761,2110058.0,50104.48641700001,6322.0,11336.0,3448.137104,0.0066109999999999
13968396.858572,19052,1837.120311,2075842.0,41543.47881099999,5771.0,10348.0,2921.918379,0.005874
18860278.17197,159829,1013.469022,1969324.0,42267.856568,7569.0,13572.0,5232.970332000001,0.0073999999999999
8519706.433565,125196,4135.729205,1502082.0,34406.265595000004,7163.0,12844.0,3604.002107,0.009625
9354394.480642,51082,2879.183333,1866552.0,38923.423476,6177.0,11150.0,2989.170593,0.003295
10846389.146318,49779,2097.896449,2098734.0,48835.453896,6612.0,12074.0,3469.264724,0.0021269999999999
10874867.22879,63924,1027.4294639999998,2918867.0,42883.837138,5742.0,10296.0,2801.596699,0.003734
10117737.860261,154011,2000.406623,1792258.0,37256.079157,6554.0,11752.0,4130.489073,0.006714
6226879.764615,181350,2259.9999099999995,2099010.0,36049.89942,6931.0,12428.0,3674.3933149999993,0.012005
5701122.61021,166042,2338.193308,1740992.0,68475.454858,6293.0,11284.0,3461.501754,0.0107389999999999
6754980.536964,89040,2497.180842,1569042.0,46908.058867,5742.0,10296.0,2791.718815,0.009421
11306613.727273,61670,8731.988884999999,1894476.0,59727.767127,5307.0,9516.0,2205.799324,0.023403
10261278.63307,43049,2168.827096,2251584.0,47257.837353,2842.0,5096.0,1593.5325300000002,0.5646010000000001
6868405.180325,65407,7683.591466,2433762.0,31555.566443,2639.0,4732.0,1055.621614,0.023337
8427244.632478,121344,9158.435551,2381202.0,39459.513913,7743.0,13884.0,6343.783115,0.035097
6056636.872182,113036,9460.550391,828362.0,17549.629758000003,7308.0,13104.0,4770.855285000001,0.004685
4036144.539135,60808,2258.2214790000003,1162376.0,18496.484599,6438.0,11544.0,3374.729968000001,0.0063599999999999
2063445.173657,5415,5316.733603000001,2252906.0,47752.089025,6960.0,12578.0,4559.971598,0.02513
10082384.021015,17640,5557.586936000001,2983548.0,40172.740593,7888.0,14408.0,5238.006552999999,0.022744
12709141.008402,15672,3527.8201810000005,2052062.0,38777.95929099999,6786.0,12394.0,3903.423947,0.027995
20506488.325244,16174,2284.993384,1914602.0,41033.199867,6757.0,12302.0,4306.811206,0.028498
8431473.800226,18413,3701.404852,2595616.0,53507.196449,6641.0,11908.0,3180.182209,0.0229479999999999
18410884.806874,15465,4731.520509,2583964.0,43409.06346,6409.0,11492.0,3122.421148,0.029667
14914776.076199,19608,7769.524142,1613728.0,38210.247788,7221.0,12948.0,4488.07359,0.028207
9528096.517524,18821,7219.618547,1676282.0,35747.500956,6351.0,11388.0,3731.2711,0.025818
6209537.362364,13098,1565.5936399999998,2167016.0,40883.016148,5945.0,10660.0,2765.8591530000003,0.019829
6410213.337521,17053,2450.030318,2261230.0,43404.111409000005,7569.0,13572.0,4759.146121,0.0176619999999999
8244737.826433,15033,2863.35465,1777828.0,37155.183853,8120.0,14672.0,7251.629769,0.022704
5753384.311824,19413,2711.524644,1648794.0,33945.812987,7540.0,13792.0,5083.240826000001,0.024821
7376450.295026,16933,1418.137064,2277484.0,48662.962662000005,5800.0,10400.0,2824.855269,0.035306
14788662.392323,29457,4050.138587,2212924.0,48308.145476000005,6177.0,11076.0,3089.695468,0.0300389999999999
12529331.183713,200559,2357.230124,2164662.0,45072.89679100001,6786.0,12168.0,3730.790175,0.014489
