sttl_ftp,Dintpkt_ftp,sbytes_http,sloss_http,Dintpkt_http,dttl_smtp,Djit_smtp,ackdat_ssh
4222.0,4533.200863,1910803,1355,22024.085912,12209.0,5864.100635000001,0.064329
4309.0,8102.583463,1814124,1377,25338.695833,9515.0,4379.738349,0.0117469999999999
4637.0,4355.233061999999,1662432,1292,23945.807634,9872.0,5700.944299999999,0.0147099999999999
3131.0,2378.779863,1553059,1328,24251.664524,10202.0,5613.514275,0.0138979999999999
4067.0,4639.6423620000005,1773233,1389,26156.205682,9417.0,4521.925053,0.0105869999999999
3509.0,2283.942691,1621786,1269,25486.168223,10657.0,5154.7748090000005,0.0159029999999999
3713.0,4940.646045,1461276,1256,24875.902717,11603.0,9992.077661,0.00833
3980.0,6605.213229999999,1675982,1505,37872.910292,12147.0,9204.008304,0.009302
3267.0,2250.625052,1439276,1250,25771.259189,8217.0,4028.097497,0.00785
3943.0,4642.851564,1980092,1389,27174.776584,8491.0,3818.84919,0.007748
4476.0,4478.180313,3866271,2045,25711.415859,9758.0,4567.805005,0.010474
3658.0,7889.968459000001,2939166,1919,36053.590784,10367.0,4049.342365,0.0597269999999999
4501.0,5378.93842,1865920,1417,31693.439439,9515.0,4063.581969,0.013975
4098.0,3575.0249390000004,1672272,1496,28977.918623,10978.0,5077.052008,0.0127819999999999
4439.0,5181.755406,4323822,2523,27268.261939,10706.0,5886.847391,0.01888
3478.0,3634.587493,1430240,1378,23924.620923,10929.0,7371.691537000001,0.019257
4172.0,3381.075243,1797124,1482,24240.036469,8690.0,5362.660901,0.00962
3205.0,2180.98472,1820942,1509,28759.901239,8960.0,4910.898992,0.006943
3689.0,3645.145406,2031338,1566,27578.55183,10945.0,8165.6136099999985,0.009522
3540.0,2392.5622780000003,1828520,1697,145832.585056,10840.0,7011.040358,0.00446
2957.0,1725.4985440000005,2277012,1671,44016.377455,10405.0,7335.741846999999,0.004317
11501.0,9485.910568,1366332,1266,41366.222237,10066.0,5104.436379000001,0.021543
11799.0,12707.812173000002,1829722,1514,39589.309871,8467.0,4387.427326999999,0.023292
5307.0,13554.690351,1968752,1702,43853.418235,6946.0,2915.653392,0.024682
9041.0,10310.86188,2283805,1761,45434.068137,8585.0,3782.0135930000006,0.634924
11946.0,8641.923992999999,2671878,1862,41012.193937,10639.0,5175.592474,0.027061
3354.0,3691.930859,1610862,1289,26612.792349000003,8507.0,8671.383746,0.022081
4098.0,3987.520051,2239937,1448,28190.688743,10646.0,12214.470285,0.025521
4073.0,3943.524707,1420068,1141,21687.513146,8862.0,8740.117563,0.0261899999999999
4656.0,8113.552752,1637214,1358,27198.136089,13777.0,16917.262143,0.029632
3633.0,3509.570015,1838638,1331,26128.67542,9497.0,8572.506752,0.0222299999999999
3831.0,2025.108556,1792243,1354,36365.217573,11357.0,8708.142983000002,0.041089
4222.0,3192.727126,2292021,1613,49827.962524,8594.0,4234.70846,0.013125
3379.0,2985.337045,2349662,1780,41712.033273,10028.0,4433.3440820000005,0.0115
3354.0,2085.4933620000006,3547356,2060,46151.83525,11306.0,5713.813774,0.148746
6371.0,2882.4158259999995,1993663,1319,29902.636453,9834.0,3746.891201,0.022558
4005.0,2592.248524,1581202,1211,30121.220146,9611.0,4103.655007,0.015859
4501.0,4567.200529,1601785,1311,26236.004698,8614.0,3347.817577,0.007673
11451.0,4823.434566,2025893,1465,26607.454267,7938.0,3922.613571,0.0091749999999999
23352.0,12132.41914,1461595,1202,21454.207145,10282.0,2984.628701,0.0186689999999999
3447.0,3444.075194,2746327,1755,26029.8321,11375.0,5069.7235120000005,0.0771089999999999
3596.0,3473.275901,1863733,1393,23022.651519,11411.0,7403.083030999999,0.017602
3645.0,2419.190935,1158172,1254,20972.924355000003,8951.0,6604.219264,0.01846
2666.0,3406.1500480000004,1859041,1376,22741.900917,10222.0,5801.694861,0.015692
4284.0,3989.387737,1517409,1382,21282.952733,8817.0,4639.600936000001,0.024147
3199.0,3415.372866,1780070,1340,26728.242961,11143.0,7240.255706,0.007341
4023.0,2558.46375,1755328,1395,29586.406469,9109.0,5265.095078,0.006991
2610.0,1177.213944,1818547,1606,33950.858702,9769.0,6489.318097000001,0.006137
3676.0,2479.006285,1653558,1343,27194.649052,10385.0,6687.391495,0.0046029999999999
2517.0,1825.026288,1697746,1368,27542.787991,9330.0,5356.595713999999,0.003539
3887.0,5140.371323,6227204,3068,24093.194300000003,10851.0,6091.773289999999,0.0052989999999999
3875.0,6547.24415,3338646,1878,24393.353944,8721.0,3574.465319,0.063228
3751.0,5228.725431000001,1482012,1206,28890.678524,10155.0,4389.144754,0.0083889999999999
3546.0,2615.529094,1776284,1479,35303.134785,10717.0,4893.12541,0.002242
2114.0,1771.117083,3395945,2039,38475.759774,9100.0,4602.420424,0.002242
2889.0,2042.930798,2526773,1636,28624.27926,10010.0,6811.219901,0.003378
4389.0,3441.102018,1431890,1198,22149.434194,8244.0,6272.725698,0.004965
1767.0,2269.359303,1869316,1302,23872.643565,8797.0,5974.649500000001,0.006915
4377.0,3680.733841,1211331,1140,22372.671201000005,9089.0,4871.420082,0.0077559999999999
3701.0,2805.141356999999,1539164,1391,63438.02106299999,7791.0,3561.597645,0.008262
11340.0,9099.199995,1306373,1345,39208.209443,9111.0,4019.255112,0.006596
10856.0,8029.406140999999,1388417,1392,43611.488121,8732.0,3911.869129999999,0.006629
3850.0,5540.193932,1520556,1558,46004.787182,4374.0,2432.5792049999995,0.019222
18712.0,12693.915361,1792418,1864,33925.576492,8246.0,3584.75229,0.552768
3143.0,4095.038977999999,2401320,1791,20007.299709000003,9533.0,6011.162014,0.025742
4433.0,13516.177482000005,2778964,2121,22135.89168,9707.0,6511.986172999999,0.0142589999999999
4036.0,2926.361172,1833472,1477,22842.186047,9147.0,6604.410878000001,0.027646
4482.0,2421.803145,917193,740,13564.39906,9321.0,10242.297451,0.008003
2697.0,1961.7459900000003,1842858,1271,31062.906466,12035.0,10205.748195,0.003183
3664.0,4641.232596,1633444,1445,32634.781758000005,11770.0,7795.454774,0.005179
4048.0,2541.9871410000005,4114259,2216,33506.492416,11268.0,7813.889357,0.017529
4563.0,7234.430429,2379617,1649,31063.770556000003,9495.0,4175.688693,0.0200419999999999
2790.0,1701.5575579999995,2150582,1486,26438.975718,10037.0,4707.205886,0.012613
4693.0,3375.955491,1502071,1260,31066.476584000004,9923.0,3222.535673,0.158486
5900.0,3044.474016999999,2093870,1512,35003.190351,9185.0,3311.190489,0.01757
3540.0,3282.433833,2121756,1536,33581.029102,9254.0,3328.672777,0.017297
4098.0,5585.578577,1869374,1362,24524.962351,8652.0,3724.293951,0.019537
16792.0,12068.935033000002,1516077,1268,20441.558203,11016.0,5097.154377000001,0.020908
18414.0,9053.89453,1636391,1193,21741.568737,9506.0,3929.277836,0.022181
4067.0,5804.197817,1290792,1188,21052.358727,11038.0,4339.812278,0.07357
2418.0,1947.3188250000003,1968163,1258,23342.949044,9214.0,4404.982697,0.019986
3552.0,2372.005146,1767157,1317,24929.362285000003,9890.0,6935.550225,0.015171
3658.0,3674.031314,1765281,1363,25978.756899,10191.0,7112.580983,0.014383
3044.0,2388.924215,1364537,1103,19304.26946,10133.0,6554.376023000001,0.0103489999999999
4067.0,3508.820511,1242564,1012,21204.176577,10969.0,6897.030543999999,0.018806
2907.0,1100.477529,1898060,1505,27518.917765,9080.0,5619.146644,0.010767
4166.0,3327.320656,1986291,1662,63263.71795399999,9390.0,6155.096963,0.025482
4042.0,3209.272074,1934404,1429,29911.293369,9350.0,5221.728551,0.02538
3261.0,2764.2118930000006,1724100,1472,30338.287412,9098.0,4415.2477340000005,0.025894
3949.0,4071.7941649999993,4637934,2320,26286.924693,9767.0,4972.227295000001,0.015231
3751.0,5340.935304,4121033,2130,26012.105758,11199.0,5978.583452999999,0.005375
